Thirty-three CD-HL
, ,
and CC
accepted VBD
her PP$
reprieve NN
. .
Without IN
saying VBG
so RB
, ,
she PPS
was BEDZ
really QL
grateful JJ
; .
; .
for CS
to TO
attend VB
the AT
dying NN
was BEDZ
something PN
she PPS
had HVD
never RB
experienced VBN
, ,
and CC
certainly RB
had HVD
not *
imagined VBN
when WRB
she PPS
thought VBD
of IN
the AT
duties NNS
she PPS
would MD
have HV
as CS
Bobby NP
Joe's NP$
wife NN
. .
She PPS
had HVD
made VBN
curtains NNS
for IN
all ABN
the AT
windows NNS
of IN
her PP$
little JJ
house NN
, ,
and CC
she PPS
had HVD
kept VBN
it PPO
spotless JJ
and CC
neat JJ
, ,
shabby JJ
as CS
it PPS
was BEDZ
, ,
and CC
cooked VBD
good JJ
meals NNS
for IN
Bobby NP
Joe NP
. .
She PPS
had HVD
done VBN
all ABN
the AT
things NNS
she PPS
had HVD
promised VBN
herself PPL
she PPS
would MD
do DO
, ,
but CC
she PPS
had HVD
not *
thought VBN
of IN
this DT
. .
People NNS
died VBD
, ,
she PPS
would MD
have HV
said VBN
, ,
in IN
hospitals NNS
, ,
or CC
in IN
cars NNS
on IN
the AT
highway NN
at IN
night NN
. .
Bobby NP
Joe NP
was BEDZ
gone VBN
all ABN
day NN
now RB
, ,
not *
coming VBG
in RP
for IN
dinner NN
and CC
sometimes RB
not *
for IN
supper NN
. .
When WRB
they PPSS
first RB
married VBD
he PPS
had HVD
been BEN
working VBG
in IN
the AT
fields NNS
all ABN
day NN
, ,
and CC
she PPS
would MD
get VB
in IN
the AT
car NN
and CC
drive VB
to TO
wherever WRB
he PPS
was BEDZ
working VBG
, ,
to TO
take VB
him PPO
a AT
fresh JJ
hot JJ
meal NN
. .
Now RB
there EX
was BEDZ
no AT
work NN
in IN
the AT
fields NNS
, ,
nor CC
would MD
there EX
be BE
till CS
it PPS
rained VBD
, ,
and CC
she PPS
did DOD
not *
know VB
where WRB
he PPS
went VBD
. .
Not *
that CS
she PPS
complained VBD
, ,
or CC
had HVD
any DTI
cause NN
to TO
. .
Four CD
or CC
five CD
of IN
the AT
cousins NNS
from IN
East JJ-TL
Texas NP-TL
were BED
about RB
his PP$
age NN
, ,
so RB
naturally RB
they PPSS
ran VBD
around RB
together RB
. .
There EX
was BEDZ
no AT
reason NN
for IN
her PPO
to TO
ask VB
what WDT
they PPSS
did DOD
. .
Thus RB
a AT
new JJ
pattern NN
of IN
days NNS
began VBD
to TO
develop VB
, ,
for CS
Granny NP
Albright NP
did DOD
not *
die VB
. .
She PPS
lay VBD
still RB
on IN
the AT
bed NN
, ,
her PP$
head NN
hardly RB
denting VBG
the AT
pillow NN
; .
; .
sometimes RB
she PPS
opened VBD
her PP$
eyes NNS
and CC
looked VBD
around RB
, ,
and CC
sometimes RB
she PPS
took VBD
a AT
little AP
milk NN
or CC
soup NN
. .
They PPSS
stopped VBD
expecting VBG
her PPO
to TO
die VB
the AT
next AP
minute NN
, ,
but CC
only RB
in IN
the AT
next AP
day NN
or CC
two CD
. .
Those DTS
who WPS
had HVD
driven VBN
hundreds NNS
of IN
miles NNS
for IN
the AT
burial NN
would MD
not *
go VB
home NR
, ,
for CS
she PPS
might MD
die VB
any DTI
time NN
; .
; .
but CC
they PPSS
might MD
as QL
well RB
unpack VB
their PP$
suitcases NNS
, ,
for CS
she PPS
might MD
linger VB
on RP
. .
So CS
the AT
pattern NN
was BEDZ
established VBN
. .
When WRB
Linda NP
Kay NP
had HVD
put VBN
up RP
her PP$
breakfast NN
dishes NNS
and CC
mopped VBN
her PP$
linoleum NN
rugs NNS
, ,
she PPS
would MD
go VB
to IN
the AT
Big JJ-TL
House NN-TL
. .
There EX
was BEDZ
not *
anything PN
she PPS
could MD
do DO
there RB
, ,
but CC
that DT
was BEDZ
where WRB
everyone PN
was BEDZ
, ,
or CC
would MD
be BE
. .
Bobby NP
Joe NP
and CC
the AT
boys NNS
would MD
come VB
by RB
, ,
say VB
`` ``
How's WRB+BEZ
Granny NP
'' ''
? .
? .
And CC
sit VB
on IN
the AT
porch NN
a AT
while NN
. .
The AT
older JJR
men NNS
would MD
be BE
there RB
at IN
noon NN
, ,
and CC
maybe RB
rest VB
for IN
a AT
time NN
before CS
they PPSS
took VBD
their PP$
guns NNS
off RP
to IN
the AT
creek NN
or CC
drove VBD
down IN
the AT
road NN
towards IN
town NN
. .
The AT
women NNS
and CC
children NNS
stayed VBD
at IN
the AT
Albrights' NPS$
. .
The AT
women NNS
, ,
keeping VBG
their PP$
voices NNS
low JJ
as CS
they PPSS
worked VBD
around IN
the AT
house NN
or CC
sat VBD
in IN
the AT
living VBG
room NN
, ,
sounded VBD
like CS
chickens NNS
shut VBN
up RP
in IN
a AT
coop NN
for IN
the AT
night NN
. .
The AT
children NNS
had HVD
to TO
play VB
away RB
from IN
the AT
house NN
( (
in IN
the AT
barn NN
loft NN
or CC
the AT
pasture NN
behind IN
the AT
barn NN
) )
, ,
to TO
maintain VB
a AT
proper JJ
quietness NN
. .
Off RP
and CC
on RP
, ,
all ABN
day NN
, ,
someone PN
would MD
be BE
wiping VBG
at IN
the AT
powdery JJ
gray JJ
dust NN
that WPS
settled VBD
over IN
everything PN
. .
The AT
evaporative JJ
cooler NN
had HVD
been BEN
moved VBN
to IN
Granny's NP$
room NN
, ,
and CC
her PP$
door NN
was BEDZ
kept VBN
shut VBN
; .
; .
so CS
that CS
the AT
rest NN
of IN
the AT
house NN
stayed VBD
open JJ
, ,
though CS
there EX
was BEDZ
a AT
question NN
as IN
to IN
whether CS
it PPS
was BEDZ
hotter JJR
or CC
cooler JJR
that DT
way NN
. .
The AT
dust NN
clogged VBD
their PP$
throats NNS
, ,
and CC
the AT
heat NN
parched VBD
them PPO
, ,
so CS
that CS
the AT
women NNS
were BED
always RB
making VBG
ice NN
water NN
. .
They PPSS
had HVD
cleaned VBN
up RP
an AT
old JJ
ice NN
box NN
and CC
begun VBN
to TO
buy VB
fifty-pound JJ
blocks NNS
of IN
ice NN
in IN
town NN
, ,
as CS
the AT
electric JJ
refrigerator NN
came VBD
nowhere RB
near IN
providing VBG
enough AP
ice NN
for IN
the AT
crowds NNS
who WPS
ate VBD
and CC
drank VBD
there RB
. .
One CD
afternoon NN
, ,
as CS
the AT
women NNS
sat VBD
clucking VBG
softly RB
, ,
a AT
new JJ
carload NN
of IN
people NNS
pulled VBD
up RP
at IN
the AT
gate NN
. .
It PPS
was BEDZ
a AT
Cadillac NP
, ,
black JJ
grayed VBN
with IN
the AT
dust NN
of IN
the AT
road NN
, ,
its PP$
windows NNS
closed VBN
tight RB
so CS
you PPSS
knew VBD
that CS
the AT
people NNS
who WPS
climbed VBD
out IN
of IN
it PPO
would MD
be BE
cool JJ
and CC
unwrinkled JJ
. .
They PPSS
were BED
an AT
old JJ
fat JJ
couple NN
( (
as CS
Linda NP
Kay NP
described VBD
them PPO
to IN
herself PPL
) )
, ,
a AT
thick JJ
middle-aged JJ
man NN
, ,
and CC
a AT
girl NN
about RB
ten CD
or CC
twelve CD
. .
There EX
was BEDZ
much AP
embracing NN
, ,
much AP
exclaiming VBG
. .
`` ``
Cousin NN-TL
Ada NP
! .
! .
Cousin NN-TL
John NP
'' ''
! .
! .
`` ``
Cousin NN-TL
Lura NP
'' ''
! .
! .
`` ``
Cousin NN-TL
Howard NP
'' ''
! .
! .
`` ``
And CC
how WRB
is BEZ
she PPS
'' ''
? .
? .
`` ``
About RB
the AT
same AP
, ,
John NP
, ,
about RB
the AT
same AP
'' ''
. .
All QL
the AT
women NNS
got VBD
up RP
and CC
offered VBD
their PP$
chairs NNS
, ,
and CC
when WRB
they PPSS
were BED
all ABN
seated VBN
again RB
, ,
the AT
guests NNS
made VBD
their PP$
inquiries NNS
and CC
their PP$
explanations NNS
. .
`` ``
We PPSS
were BED
on IN
our PP$
vacation NN
in IN
Canada NP
'' ''
, ,
Howard NP
explained VBD
, ,
in IN
a AT
muffled VBN
voice NN
that WPS
must MD
have HV
been BEN
used VBN
to IN
booming VBG
, ,
`` ``
and CC
the AT
news NN
didn't DOD*
catch VB
up RP
with IN
us PPO
till CS
we PPSS
were BED
nearly RB
home NR
. .
We PPSS
came VBD
on RP
as QL
soon RB
as CS
we PPSS
could MD
'' ''
. .
There EX
was BEDZ
the AT
suggestion NN
of IN
ice NN
water NN
, ,
and CC
-- --
in IN
spite IN
of IN
the AT
protest NN
`` ``
We're PPSS+BER
not *
really RB
thirsty JJ
'' ''
-- --
Linda NP
Kay NP
, ,
to TO
escape VB
the AT
stuffy JJ
air NN
and CC
the AT
smothering VBG
soft JJ
voices NNS
, ,
hurried VBD
to IN
the AT
kitchen NN
. .
She PPS
filled VBD
a AT
big JJ
pitcher NN
and CC
set VBD
it PPO
, ,
with IN
glasses NNS
, ,
on IN
a AT
tray NN
. .
Carrying VBG
it PPO
to IN
the AT
living VBG
room NN
, ,
she PPS
imagined VBD
the AT
picture NN
she PPS
made VBD
: :
tall JJ
and CC
roundly QL
slim JJ
, ,
a AT
bit NN
sophisticated JJ
in IN
her PP$
yellow JJ
sheath NN
, ,
with IN
a AT
graceful JJ
swingy JJ
walk NN
that CS
she PPS
had HVD
learned VBN
as CS
a AT
twirler NN
with IN
the AT
school NN
band NN
. .
Almost RB
immediately RB
she PPS
was BEDZ
ashamed JJ
of IN
herself PPL
for IN
feeling VBG
vain JJ
, ,
at IN
such ABL
a AT
time NN
, ,
in IN
such ABL
a AT
place NN
, ,
and CC
she PPS
tossed VBD
back RB
her PP$
long JJ
yellow JJ
hair NN
, ,
smiling VBG
shyly RB
as CS
she PPS
entered VBD
the AT
room NN
. .
Howard NP
( (
the AT
thick JJ
middle-aged JJ
man NN
) )
was BEDZ
looking VBG
at IN
her PPO
. .
She PPS
felt VBD
the AT
look NN
and CC
looked VBD
back RB
because CS
she PPS
could MD
not *
help VB
it PPO
, ,
seeing CS
that CS
he PPS
was BEDZ
neither CC
as QL
old JJ
nor CC
as QL
thick JJ
as CS
she PPS
had HVD
at IN
first RB
believed VBN
. .
`` ``
And CC
who WPS
is BEZ
this DT
'' ''
? .
? .
He PPS
asked VBD
, ,
when WRB
she PPS
passed VBD
him PPO
a AT
glass NN
. .
`` ``
Oh UH
that's DT+BEZ
Linda NP
Kay NP
'' ''
, ,
Mama NN-TL
Albright NP
said VBD
fondly RB
. .
`` ``
She PPS
married VBD
our PP$
baby NN
boy NN
, ,
Bobby NP
Joe NP
, ,
this DT
summer NN
'' ''
. .
`` ``
Let's VB+PPO
see VB
'' ''
, ,
Cousin NN-TL
Ada NP
said VBD
. .
`` ``
He's PPS+BEZ
a AT
right QL
smart JJ
younger JJR
than CS
the AT
rest NN
'' ''
? .
? .
`` ``
Oh UH
yes RB
'' ''
, ,
Mama NN-TL
laughed VBD
. .
`` ``
He's PPS+BEZ
ten CD
years NNS
younger JJR
than CS
Ernest NP
. .
We PPSS
didn't DOD*
expect VB
him PPO
to TO
come VB
along RB
; .
; .
thought VBD
for IN
the AT
longest JJT
he PPS
was BEDZ
a AT
tumor NN
'' ''
. .
This DT
joke NN
was BEDZ
not *
funny JJ
to IN
Linda NP
Kay NP
, ,
and CC
she PPS
blushed VBD
, ,
as CS
she PPS
always RB
did DOD
; .
; .
then RB
, ,
hearing VBG
the AT
muffled VBN
boom NN
of IN
Howard's NP$
laughter NN
, ,
blushed VBN
redder JJR
. .
`` ``
Who WPS
is BEZ
Howard NP
, ,
anyway RB
'' ''
? .
? .
She PPS
asked VBD
Bobby NP
Joe NP
that DT
night NN
. .
`` ``
He PPS
makes VBZ
me PPO
uncomfortable JJ
'' ''
. .
`` ``
Oh UH
he's PPS+BEZ
a AT
second OD
cousin NN
or CC
something PN
. .
He PPS
got VBD
in IN
the AT
oil NN
business NN
out RP
at IN
Odessa NP
and CC
lucked VBD
into IN
some DTI
money NN
'' ''
. .
`` ``
How WRB
old JJ
is BEZ
he PPS
'' ''
? .
? .
`` ``
Gosh UH
, ,
I PPSS
don't DO*
know VB
. .
Thirty-five CD
, ,
I PPSS
guess VB
. .
He's PPS+HVZ
been BEN
married VBN
and CC
got VBN
this DT
half-grown JJ
kid NN
. .
If CS
he PPS
bothers VBZ
you PPO
, ,
don't DO*
pay VB
him PPO
any DTI
mind NN
. .
He's PPS+BEZ
just RB
a AT
big JJ
windbag NN
'' ''
. .
Bobby NP
Joe NP
was BEDZ
thinking VBG
about IN
something PN
else RB
. .
`` ``
Say VB
, ,
did DOD
you PPSS
know VB
they're PPSS+BER
fixing VBG
to TO
have HV
a AT
two-day JJ
antelope NN
season NN
on IN
the AT
Double JJ-TL
J NP-TL
'' ''
? .
? .
He PPS
was BEDZ
talking VBG
about IN
antelope NN
again RB
when WRB
they PPSS
woke VBD
up RP
. .
`` ``
Listen VB
, ,
I PPSS
never RB
had HVD
a AT
chance NN
to TO
kill VB
an AT
antelope NN
. .
There EX
never RB
was BEDZ
a AT
season NN
before RB
, ,
but CC
now RB
they PPSS
want VB
to TO
thin VB
'em PPO
out RP
on IN
account NN
of IN
the AT
drouth NN
'' ''
. .
`` ``
Did DOD
he PPS
ever RB
visit VB
here RB
when WRB
he PPS
was BEDZ
a AT
kid NN
'' ''
? .
? .
Linda NP
Kay NP
asked VBD
. .
`` ``
Who WPS
'' ''
? .
? .
`` ``
Howard NP
'' ''
. .
`` ``
Hell UH
, ,
I PPSS
don't DO*
know VB
. .
When WRB
he PPS
was BEDZ
a AT
kid NN
I PPSS
wasn't BEDZ*
around RB
'' ''
. .
Bobby NP
Joe NP
took VBD
a AT
gun NN
from IN
behind IN
the AT
door NN
, ,
and CC
with IN
a AT
quick JJ
`` ``
Bye UH
now RB
'' ''
was BEDZ
gone VBN
for IN
the AT
day NN
. .
Almost QL
immediately RB
Howard NP
and CC
his PP$
daughter NN
Debora NP
drove VBD
up RP
in IN
the AT
Cadillac NP
. .
`` ``
We're PPSS+BER
going VBG
after IN
ice NN
'' ''
, ,
Howard NP
said VBD
, ,
`` ``
and CC
thought VBD
maybe RB
you'd PPSS+MD
go VB
along RB
and CC
keep VB
us PPO
company NN
'' ''
. .
There EX
was BEDZ
really RB
no AT
reason NN
to TO
refuse VB
, ,
and CC
Linda NP
Kay NP
had HVD
never RB
ridden VBN
in IN
a AT
Cadillac NP
. .
Driving VBG
along IN
the AT
caliche-topped JJ
road NN
to IN
town NN
, ,
Howard NP
talked VBD
. .
Finally RB
he PPS
said VBD
, ,
`` ``
Tell VB
me PPO
about IN
yourself PPL
'' ''
, ,
and CC
Linda NP
Kay NP
told VBD
him PPO
, ,
because CS
she PPS
thought VBD
herself PPL
that CS
she PPS
had HVD
had HVN
an AT
interesting JJ
life NN
. .
She PPS
was BEDZ
such ABL
a AT
well-rounded JJ
teenager NN
, ,
having HVG
been BEN
a AT
twirler NN
, ,
Future JJ-TL
Farmers NNS-TL
sweetheart NN
, ,
and CC
secretary NN
of IN
Future JJ-TL
Homemakers NNS-TL
. .
In IN
her PP$
sophomore NN
year NN
she PPS
had HVD
started VBN
going VBG
steady RB
with IN
Bobby NP
Joe NP
, ,
who WPS
was BEDZ
a AT
football NN
player NN
, ,
Future JJ-TL
Homemakers NNS-TL
sweetheart NN
, ,
and CC
president NN
of IN
Future JJ-TL
Farmers NNS-TL
. .
It PPS
was BEDZ
easy JJ
to TO
see VB
that CS
they PPSS
were BED
made VBN
for IN
each DT
other AP
, ,
and CC
they PPSS
knew VBD
what WDT
they PPSS
wanted VBD
. .
Bobby NP
Joe NP
would MD
be BE
a AT
senior NN
this DT
year NN
, ,
and CC
he PPS
planned VBD
to TO
graduate VB
. .
But CC
there EX
was BEDZ
no AT
need NN
for IN
Linda NP
Kay NP
to TO
go VB
on RP
, ,
since CS
all ABN
she PPS
wanted VBD
in IN
life NN
was BEDZ
to TO
make VB
a AT
home NR
for IN
Bobby NP
Joe NP
and CC
( (
blushing VBG
) )
raise VB
his PP$
children NNS
. .
Howard NP
sighed VBD
. .
`` ``
You PPSS
lucky JJ
kids NNS
'' ''
, ,
he PPS
said VBD
. .
`` ``
I'd PPSS+MD
give VB
anything PN
if CS
I PPSS
could MD
have HV
found VBN
a AT
girl NN
like CS
you PPO
'' ''
. .
Then RB
he PPS
told VBD
Linda NP
Kay NP
about IN
himself PPL
. .
Of IN
course NN
he PPS
couldn't MD*
say VB
much AP
, ,
really RB
, ,
because CS
of IN
Debora NP
, ,
but CC
Linda NP
Kay NP
could MD
imagine VB
what WDT
kind NN
of IN
woman NN
his PP$
wife NN
had HVD
been BEN
and CC
what WDT
a AT
raw JJ
deal NN
he PPS
had HVD
got VBN
. .
It PPS
made VBD
her PPO
feel VB
different JJ
about IN
Howard NP
. .
She PPS
was BEDZ
going VBG
to TO
tell VB
Bobby NP
Joe NP
about IN
how WRB
mistaken VBN
she PPS
had HVD
been BEN
, ,
but CC
he PPS
brought VBD
one CD
of IN
the AT
cousins NNS
home VB
for IN
supper NN
, ,
and CC
all ABN
they PPSS
did DOD
was BEDZ
talk VB
about IN
antelope NN
. .
Bobby NP
Joe NP
was BEDZ
trying VBG
to TO
get VB
Linda NP
Kay NP
to TO
say VB
she PPS
would MD
cook VB
one CD
if CS
he PPS
brought VBD
it PPO
home NR
. .
`` ``
Cook VB
a AT
whole JJ
antelope NN
'' ''
? .
? .
She PPS
exclaimed VBD
. .
`` ``
Why WRB
, ,
I PPSS
couldn't MD*
even RB
cook VB
a AT
piece NN
of IN
antelope NN
steak NN
; .
; .
I PPSS
never RB
even RB
saw VBD
any DTI
'' ''
. .
`` ``
Oh UH
, ,
you PPSS
could MD
. .
I PPSS
want VB
to TO
roast VB
the AT
whole JJ
thing NN
, ,
and CC
have HV
it PPO
for IN
the AT
boys NNS
'' ''
. .
Linda NP
Kay NP
told VBD
him PPO
he PPS
couldn't MD*
do DO
anything PN
like CS
that DT
with IN
his PP$
Grandma NN-TL
dying VBG
, ,
and CC
he PPS
said VBD
well RB
they PPSS
had HVD
to TO
eat VB
, ,
didn't DOD*
they PPSS
, ,
they PPSS
weren't BED*
all ABN
dying VBG
. .
Linda NP
Kay NP
felt VBD
like CS
going VBG
off RP
to IN
the AT
bedroom NN
to TO
cry VB
; .
; .
but CC
they PPSS
were BED
going VBG
up RP
to IN
the AT
Big JJ-TL
House NN-TL
after IN
supper NN
, ,
and CC
she PPS
had HVD
to TO
put VB
on IN
a AT
clean JJ
dress NN
and CC
fix VB
her PP$
hair NN
a AT
little AP
. .
Every AT
night NN
they PPSS
all ABN
went VBD
to IN
Mama NN-TL
and CC
Papa NP
Albright's NP$
, ,
and CC
sat VBD
on IN
the AT
open JJ
front JJ
porch NN
, ,
where WRB
they PPSS
could MD
get VB
the AT
breeze NN
. .
It PPS
was BEDZ
full-of-the-moon NN
( (
or CC
a AT
little AP
past RB
) )
, ,
and CC
nearly RB
light JJ
as CS
day NN
. .
They PPSS
all ABN
sat VBD
around RB
and CC
drank VBD
ice NN
water NN
, ,
and CC
the AT
men NNS
smoked VBD
, ,
and CC
everybody PN
had HVD
a AT
good JJ
time NN
. .
Once RB
in IN
a AT
while NN
they PPSS
said VBD
what WDT
a AT
shame NN
it PPS
was BEDZ
, ,
with IN
Granny NP
dying VBG
, ,
but CC
they PPSS
all ABN
agreed VBD
she PPS
wouldn't MD*
have HV
wanted VBN
it PPO
any DTI
other AP
way NN
. .
That DT
night NN
the AT
older JJR
men NNS
got VBD
to IN
talking VBG
about IN
going VBG
possum-hunting NN
on IN
a AT
moonlight NN
night NN
. .
Bobby NP
Joe NP
and CC
two CD
or CC
three CD
of IN
the AT
other AP
boys NNS
declared VBD
they PPSS
had HVD
never RB
been BEN
possum-hunting NN
, ,
and CC
Uncle NN-TL
Bill NP
Farnworth NP
( (
from IN
Mama NN-TL
Albright's NP$
side NN
of IN
the AT
family NN
) )
said VBD
he PPS
would MD
just RB
get VB
up RP
from IN
there RB
and CC
take VB
them PPO
, ,
right QL
then RB
. .
After CS
they PPSS
had HVD
left VBN
, ,
some DTI
of IN
the AT
people NNS
moved VBD
around RB
, ,
to TO
find VB
more QL
comfortable JJ
places NNS
to TO
sit VB
. .
There EX
were BED
not *
many AP
chairs NNS
, ,
so CS
that CS
some DTI
preferred VBD
to TO
sit VB
on IN
the AT
edge NN
of IN
the AT
porch NN
, ,
resting VBG
their PP$
feet NNS
on IN
the AT
ground NN
, ,
and CC
others NNS
liked VBD
to TO
sit VB
where WRB
they PPSS
could MD
lean VB
back RB
against IN
the AT
wall NN
. .
Howard NP
, ,
who WPS
had HVD
been BEN
sitting VBG
against IN
the AT
wall NN
, ,
said VBD
he PPS
needed VBD
more QL
fresh JJ
air NN
, ,
and CC
took VBD
the AT
spot NN
on IN
the AT
edge NN
of IN
the AT
porch NN
where WRB
Bobby NP
Joe NP
had HVD
been BEN
sitting VBG
. .
`` ``
You'll PPSS+MD
be BE
a AT
darn NN
sight NN
more QL
comfortable JJ
there RB
, ,
Howard NP
'' ''
, ,
Ernest NP
said VBD
, ,
laughing VBG
, ,
and CC
they PPSS
all ABN
laughed VBD
. .
Linda NP
Kay NP
felt VBD
that CS
she PPS
was BEDZ
not *
exactly RB
more QL
comfortable JJ
. .
Bobby NP
Joe NP
had HVD
been BEN
sitting VBG
close RB
to IN
her PPO
, ,
touching VBG
her PPO
actually RB
, ,
and CC
holding VBG
her PP$
hand NN
from IN
time NN
to IN
time NN
, ,
but CC
it PPS
seemed VBD
at IN
once RB
that CS
Howard NP
sat VBD
much QL
closer JJR
. .
Perhaps RB
it PPS
was BEDZ
just RB
that CS
he PPS
had HVD
so QL
much QL
more AP
flesh NN
, ,
so CS
that CS
more AP
of IN
it PPO
seemed VBN
to TO
come VB
in IN
contact NN
with IN
hers PP$$
; .
; .
but CC
she PPS
had HVD
never RB
been BEN
so QL
aware JJ
of IN
anyone's PN$
flesh NN
before RB
. .
Still RB
she PPS
was BEDZ
not *
sorry JJ
he PPS
sat VBD
by IN
her PPO
, ,
but CC
in IN
fact NN
was BEDZ
flattered VBN
. .
He PPS
had HVD
become VBN
the AT
center NN
of IN
the AT
company NN
, ,
such JJ
stories NNS
he PPS
had HVD
to TO
tell VB
. .
He PPS
had HVD
sold VBN
oil NN
stock NN
to IN
Bob NP
Hope NP
and CC
Bing NP
Crosby NP
in IN
person NN
; .
; .
he PPS
had HVD
helped VBN
fight VB
an AT
oil-well NN
fire NN
that WPS
raged VBD
six CD
days NNS
and CC
nights NNS
. .
`` ``
But CC
tell VB
me PPO
, ,
doctor NN
, ,
where WRB
do DO
you PPSS
plan VB
to TO
conduct VB
the AT
hatching NN
'' ''
? .
? .
Alex NP
asked VBD
. .
`` ``
That DT
will MD
have HV
to TO
be BE
in IN
the AT
hotel NN
'' ''
, ,
the AT
doctor NN
retorted VBD
, ,
confirming VBG
Alex's NP$
anticipations NNS
. .
`` ``
What WDT
I PPSS
want VB
you PPO
to TO
do DO
is BEZ
to TO
go VB
to IN
the AT
market NN
with IN
me PPO
early RB
tomorrow NR
morning NN
and CC
help VB
smuggle VB
the AT
hen NN
back RB
into IN
the AT
hotel NN
'' ''
. .
The AT
doctor NN
paid VBD
the AT
bill NN
and CC
they PPSS
repaired VBD
to IN
the AT
hotel NN
, ,
room NN
number NN
nine CD
, ,
to TO
initiate VB
Alex NP
further RBR
into IN
these DTS
undertakings NNS
. .
The AT
doctor NN
opened VBD
the AT
smallest JJT
of IN
his PP$
cases NNS
, ,
an AT
unimposing JJ
straw NN
bag NN
, ,
and CC
exposed VBD
the AT
contents NNS
for IN
Alex's NP$
inspection NN
. .
Inside RB
, ,
carefully RB
packed VBN
in IN
straw NN
, ,
were BED
six CD
eggs NNS
, ,
but CC
the AT
eye NN
of IN
a AT
poultry NN
psychologist NN
was BEDZ
required VBN
to TO
detect VB
what WDT
scientifically RB
valuable JJ
specimentalia NN
lay VBD
inside RB
; .
; .
to IN
Alex NP
they PPSS
were BED
merely RB
six CD
not *
unusual JJ
hens' NNS$
eggs NNS
. .
There EX
was BEDZ
little QL
enough AP
time NN
to TO
contemplate VB
them PPO
, ,
however WRB
; .
; .
in IN
an AT
instant NN
the AT
doctor NN
was BEDZ
stalking VBG
across IN
the AT
room NN
with IN
an AT
antique NN
ledger NN
in IN
his PP$
hands NNS
, ,
thoroughly RB
eared JJ
and CC
big JJ
as CS
a AT
table NN
top NN
. .
He PPS
placed VBD
it PPO
on IN
Alex's NP$
lap NN
. .
`` ``
This DT
is BEZ
my PP$
hen NN
ledger NN
'' ''
, ,
he PPS
informed VBD
him PPO
in IN
an AT
absorbed VBN
way NN
. .
`` ``
It's PPS+HVZ
been BEN
going VBG
since IN
1908 CD
when WRB
I PPSS
was BEDZ
a AT
junior NN
in IN
college NN
. .
That DT
first OD
entry NN
there EX
is BEZ
the AT
Vermont NP
Flumenophobe NP
, ,
the AT
earliest JJT
and CC
one CD
of IN
the AT
most QL
successful JJ
of IN
my PP$
eighty-three CD
varieties NNS
-- --
great QL
big JJ
scapulars NNS
and CC
hardly RB
any DTI
primaries NNS
at IN
all ABN
. .
Couldn't MD*
take VB
them PPO
near IN
a AT
river NN
, ,
though CS
, ,
or CC
they'd PPSS+MD
squawk VB
like CS
a AT
turkey NN
cock NN
the AT
day NN
before IN
Thanksgiving NN-TL
'' ''
. .
The AT
ledger NN
was BEDZ
full JJ
of IN
most QL
precise JJ
information NN
: :
date NN
of IN
laying VBG
, ,
length NN
of IN
incubation NN
period NN
, ,
number NN
of IN
chick NN
reaching VBG
the AT
first OD
week NN
, ,
second OD
week NN
, ,
fifth OD
week NN
, ,
weight NN
of IN
hen NN
, ,
size NN
of IN
rooster's NN$
wattles NNS
and CC
so RB
on RP
, ,
all ABN
scrawled VBD
out RP
in IN
a AT
hand NN
that WPS
looked VBD
more AP
Chinese JJ
than CS
English NP
, ,
the AT
most QL
jagged JJ
and CC
sprawling VBG
Alex NP
had HVD
ever RB
seen VBN
. .
Below IN
these DTS
particulars NNS
was BEDZ
a AT
series NN
of IN
alpha-beta-gammas FW-NNS
connected VBN
by IN
arrows NNS
and CC
crosses NNS
which WDT
denoted VBD
the AT
lineage NN
of IN
the AT
breed NN
. .
Alex's NP$
instruction NN
was BEDZ
rapid JJ
, ,
for CS
the AT
doctor NN
had HVD
to TO
go VB
off RP
to IN
the AT
Rue FW-NN-TL
Ecole FW-NN-TL
De FW-IN-TL
Medecine FW-NN-TL
to TO
hear VB
more AP
speeches NNS
with IN
only RB
time NN
for IN
one CD
sip NN
of IN
wine NN
to TO
sustain VB
him PPO
through IN
them PPO
all ABN
. .
But CC
after IN
the AT
doctor's NN$
return NN
that DT
night NN
Alex NP
could MD
see VB
, ,
from IN
